JDA,T_LST,TaC_60m,spd_60m,spdV60m,dirV60m,sdir60m,e__10m,rh_10m,Tdp_10m,TaC_10m,spd_10m,spdV10m,dirV10m,sdir10m,baroKPa,radW/m2,netW/m2,Ta_diff,asp_60m,asp_10m,battVDC,precpmm,T_LST,JDA
154,11:00,23.45,7.65,7.39,283.37,14.81,0.8415,27.15,4.42,24.24,5.86,5.57,281.05,18.02,99.57,974.63,609.46,-0.016,100.00,100.00,12.777,0.0,11:00,154
154,11:15,23.61,7.25,7.11,289.70,11.17,0.8538,27.22,4.62,24.48,5.44,5.25,291.50,15.08,99.56,994.90,610.14,-0.017,100.00,100.00,12.777,0.0,11:15,154
154,11:30,23.73,8.67,8.46,273.78,12.68,0.8444,26.77,4.48,24.58,6.36,6.04,274.99,18.06,99.54,1003.80,608.38,-0.017,100.00,100.00,12.778,0.0,11:30,154
154,11:45,23.78,8.39,8.13,294.69,14.29,0.8333,26.18,4.30,24.68,5.96,5.52,294.51,21.98,99.53,998.36,616.68,-0.018,100.00,100.00,12.779,0.0,11:45,154
154,12:00,23.97,8.20,8.01,286.24,12.32,0.7979,24.93,3.68,24.82,6.41,6.13,283.68,17.08,99.53,1007.40,626.01,-0.017,100.00,100.00,12.779,0.0,12:00,154
154,12:15,24.21,8.28,7.97,293.23,15.67,0.7847,24.22,3.43,25.01,6.33,5.89,297.07,21.41,99.51,989.62,619.48,-0.016,100.00,100.00,12.779,0.0,12:15,154
154,12:30,24.15,9.62,9.48,264.80,9.68,0.7591,23.43,2.97,25.05,6.79,6.61,264.78,13.11,99.50,967.36,610.92,-0.018,100.00,100.00,12.777,0.0,12:30,154
154,12:45,24.32,7.99,7.65,302.72,16.64,0.7443,22.75,2.67,25.19,5.57,5.15,301.92,22.03,99.49,943.27,602.11,-0.017,100.00,100.00,12.773,0.0,12:45,154
154,13:00,24.61,7.82,7.44,293.84,17.79,0.7681,22.95,3.11,25.46,6.10,5.65,292.45,21.91,99.49,926.04,591.65,-0.017,100.00,100.00,12.768,0.0,13:00,154
154,13:15,24.46,9.04,8.71,283.98,15.63,0.7226,21.69,2.26,25.39,6.52,6.14,283.44,19.42,99.49,912.09,578.72,-0.019,100.00,100.00,12.762,0.0,13:15,154
154,13:30,24.56,7.42,7.01,288.77,18.98,0.7305,22.16,2.42,25.42,5.62,5.11,293.18,24.48,99.50,892.05,562.02,-0.017,100.00,100.00,12.756,0.0,13:30,154
154,13:45,24.80,7.11,6.92,298.52,13.30,0.7339,21.90,2.48,25.60,5.48,5.19,302.42,18.68,99.51,873.02,543.18,-0.016,100.00,100.00,12.749,0.0,13:45,154
154,14:00,24.81,7.68,7.51,305.85,11.91,0.7372,21.92,2.53,25.70,5.37,5.09,309.64,18.50,99.53,857.54,522.08,-0.018,100.00,100.00,12.741,0.0,14:00,154
154,14:15,24.91,7.07,6.83,296.90,14.82,0.7198,21.35,2.21,25.71,5.32,5.06,294.31,17.92,99.54,841.70,496.91,-0.016,100.00,100.00,12.732,0.0,14:15,154
154,14:30,24.88,7.65,7.42,302.88,13.98,0.7173,21.41,2.16,25.66,5.47,5.18,300.81,18.85,99.54,824.03,471.13,-0.016,100.00,100.00,12.720,0.0,14:30,154
154,14:45,25.00,6.56,6.29,296.07,16.50,0.6975,20.67,1.76,25.76,5.38,4.89,295.27,24.33,99.56,799.82,445.13,-0.015,100.00,100.00,12.712,0.0,14:45,154
154,15:00,24.92,6.66,6.42,303.59,15.46,0.6844,20.40,1.50,25.70,4.75,4.40,298.91,21.92,99.56,738.77,411.99,-0.016,100.00,100.00,12.705,0.0,15:00,154
154,15:15,24.95,6.79,6.66,307.47,11.34,0.6755,20.21,1.32,25.66,5.07,4.85,305.76,16.90,99.57,681.68,382.41,-0.014,100.00,100.00,12.700,0.0,15:15,154
154,15:30,25.13,5.60,5.42,307.44,14.56,0.6689,19.97,1.19,25.80,4.39,4.15,303.09,19.01,99.58,636.90,351.35,-0.013,100.00,100.00,12.693,0.0,15:30,154
154,15:45,25.00,7.44,7.15,305.64,15.96,0.6086,18.21,-0.12,25.67,5.59,5.16,303.70,22.39,99.59,602.16,316.09,-0.014,100.00,100.00,12.687,0.0,15:45,154
154,16:00,25.04,6.24,6.03,299.08,14.83,0.6200,18.57,0.13,25.70,4.56,4.31,298.75,18.92,99.59,573.31,280.10,-0.013,100.00,100.00,12.685,0.0,16:00,154
154,16:15,24.98,6.13,5.96,313.23,13.45,0.6111,18.42,-0.07,25.59,4.20,3.93,310.27,20.65,99.58,557.01,244.12,-0.012,100.00,100.00,12.683,0.0,16:15,154
154,16:30,24.82,7.71,7.62,312.54,8.46,0.5576,16.98,-1.31,25.44,5.07,4.88,312.49,15.41,99.59,536.55,207.39,-0.012,100.00,100.00,12.681,0.0,16:30,154
154,16:45,24.90,5.57,5.32,316.47,17.00,0.6174,18.83,0.08,25.46,3.91,3.53,314.13,25.24,99.58,487.39,171.13,-0.011,100.00,100.00,12.679,0.0,16:45,154
154,17:00,24.83,6.62,6.55,309.10,8.27,0.5635,17.25,-1.17,25.34,4.48,4.29,310.64,16.89,99.58,430.65,134.75,-0.010,100.00,100.00,12.679,0.0,17:00,154
154,17:15,24.79,6.42,6.29,306.06,11.42,0.6070,18.65,-0.16,25.26,4.30,4.09,308.00,17.59,99.58,372.27,101.27,-0.009,100.00,100.00,12.680,0.0,17:15,154
154,17:30,24.72,5.66,5.36,304.94,18.88,0.5962,18.41,-0.40,25.15,4.02,3.80,303.19,19.18,99.58,314.60,66.09,-0.009,100.00,100.00,12.679,0.0,17:30,154
154,17:45,24.44,6.12,6.02,322.20,10.60,0.6098,19.21,-0.09,24.80,3.63,3.48,319.94,16.40,99.57,263.14,33.33,-0.007,100.00,100.00,12.680,0.0,17:45,154
154,18:00,24.28,5.66,5.54,325.26,11.77,0.6169,19.80,0.09,24.57,3.53,3.42,324.49,14.44,99.57,212.26,2.55,-0.006,100.00,100.00,12.681,0.0,18:00,154
154,18:15,24.06,5.63,5.53,322.88,10.73,0.5898,19.18,-0.54,24.30,2.15,2.08,319.16,15.06,99.56,163.67,-30.92,-0.005,100.00,100.00,12.686,0.0,18:15,154
154,18:30,23.84,5.85,5.80,326.23,6.92,0.5542,18.42,-1.39,23.95,3.21,3.12,325.78,13.36,99.56,115.97,-63.74,-0.002,100.00,100.00,12.694,0.0,18:30,154
154,18:45,23.60,4.90,4.86,323.24,7.00,0.5652,19.20,-1.12,23.56,2.32,2.25,323.14,14.23,99.55,71.81,-84.24,0.001,100.00,100.00,12.695,0.0,18:45,154
154,19:00,23.32,4.12,4.08,330.29,7.62,0.5841,20.37,-0.66,23.10,0.52,0.51,328.38,12.42,99.54,34.99,-71.23,0.004,100.00,100.00,12.701,0.0,19:00,154
154,19:15,22.91,4.06,4.04,335.17,5.14,0.5871,21.25,-0.59,22.48,0.31,0.30,339.27,12.31,99.52,10.20,-55.99,0.009,100.00,100.00,12.713,0.0,19:15,154
154,19:30,22.72,4.28,4.27,332.04,3.28,0.5792,21.66,-0.78,21.92,1.43,1.40,332.81,11.47,99.50,1.57,-51.93,0.016,100.00,100.00,12.733,0.0,19:30,154
154,19:45,22.43,4.28,4.28,328.20,2.58,0.5792,22.35,-0.78,21.34,1.27,1.26,319.15,8.69,99.47,-2.07,-50.23,0.022,100.00,100.00,12.756,0.0,19:45,154
154,20:00,22.44,4.78,4.77,329.30,1.78,0.5884,23.25,-0.56,21.04,1.47,1.45,327.44,8.81,99.44,-1.89,-48.84,0.028,100.00,100.00,12.779,0.0,20:00,154
154,20:15,22.20,4.70,4.69,328.99,2.77,0.5824,23.29,-0.70,20.84,1.38,1.37,319.72,7.90,99.42,-1.72,-47.60,0.027,100.00,100.00,12.802,0.0,20:15,154
154,20:30,22.17,5.03,5.03,331.15,1.67,0.5935,23.87,-0.44,20.70,1.57,1.56,324.82,8.04,99.40,-1.36,-46.55,0.029,100.00,100.00,12.827,0.0,20:30,154
154,20:45,22.08,5.44,5.44,328.25,1.21,0.6018,24.44,-0.25,20.51,1.82,1.79,331.69,9.10,99.40,-0.99,-47.46,0.031,100.00,100.00,12.850,0.0,20:45,154
154,21:00,21.92,5.74,5.73,330.13,2.08,0.6177,25.66,0.11,20.17,1.99,1.97,332.12,8.58,99.39,-0.99,-48.30,0.035,100.00,100.00,12.873,0.0,21:00,154
154,21:15,21.95,6.02,6.02,334.07,1.12,0.6267,26.25,0.31,20.00,1.88,1.85,331.32,10.06,99.38,-0.73,-48.42,0.039,100.00,100.00,12.894,0.0,21:15,154
154,21:30,21.74,5.84,5.84,334.62,1.33,0.6511,28.09,0.84,19.57,1.72,1.69,339.13,9.87,99.37,-0.73,-48.24,0.043,100.00,100.00,12.913,0.0,21:30,154
154,21:45,21.44,6.56,6.56,338.89,1.45,0.6680,29.18,1.20,19.35,1.62,1.58,339.20,13.11,99.36,-0.72,-48.52,0.042,100.00,100.00,12.931,0.0,21:45,154
154,22:00,21.02,6.52,6.52,343.16,1.84,0.6719,29.65,1.28,19.18,1.58,1.52,342.95,15.63,99.34,-0.65,-50.30,0.037,100.00,100.00,12.949,0.0,22:00,154
154,22:15,20.68,6.34,6.33,348.92,2.83,0.6753,30.07,1.34,19.04,1.49,1.43,345.53,15.64,99.33,-0.80,-49.55,0.033,100.00,100.00,12.964,0.0,22:15,154
154,22:30,20.13,6.59,6.37,2.84,14.99,0.6899,31.87,1.64,18.43,1.64,1.40,21.54,30.98,99.34,-0.72,-51.80,0.034,100.00,100.00,12.979,0.0,22:30,154
154,22:45,19.81,5.14,5.13,4.35,4.85,0.6978,33.18,1.81,18.02,1.27,1.18,358.03,22.14,99.34,-1.23,-50.89,0.036,100.00,100.00,12.992,0.0,22:45,154
154,23:00,19.99,6.60,6.60,357.80,2.45,0.6869,32.12,1.59,18.32,1.36,1.29,349.18,18.45,99.33,-1.48,-47.62,0.033,100.00,100.00,13.002,0.0,23:00,154
154,23:15,19.82,5.80,5.76,2.53,6.78,0.6944,32.54,1.73,18.21,1.27,1.19,357.98,20.00,99.32,-1.06,-46.64,0.032,100.00,100.00,13.014,0.0,23:15,154
154,23:30,19.97,4.04,4.03,17.44,3.68,0.6984,33.09,1.82,18.09,1.54,1.47,351.76,17.42,99.32,-1.16,-47.96,0.038,100.00,100.00,13.027,0.0,23:30,154
154,23:45,19.83,3.44,3.43,22.42,3.26,0.7083,34.24,2.01,17.72,1.70,1.66,345.31,12.48,99.31,-1.40,-45.90,0.042,100.00,100.00,13.037,0.0,23:45,154
155,00:00,19.97,3.76,3.75,21.14,4.00,0.7227,35.25,2.29,17.55,2.08,2.01,354.96,15.29,99.31,-0.70,-55.97,0.048,100.00,100.00,13.047,0.0,00:00,155
155,00:15,19.98,4.99,4.98,6.47,2.88,0.7404,36.65,2.64,17.34,1.70,1.63,353.92,16.51,99.31,-1.08,-56.05,0.053,100.00,100.00,13.054,0.0,00:15,155
155,00:30,19.85,5.29,5.28,10.35,3.62,0.7277,35.53,2.39,17.62,1.46,1.36,11.49,20.98,99.30,-1.33,-49.42,0.045,100.00,100.00,13.060,0.0,00:30,155
155,00:45,19.70,5.06,5.05,15.55,2.04,0.7219,35.51,2.28,17.54,1.33,1.25,14.51,20.50,99.30,-1.32,-48.13,0.043,100.00,100.00,13.066,0.0,00:45,155
155,01:00,19.64,5.24,5.24,12.46,2.08,0.7099,34.48,2.04,17.58,1.34,1.26,354.18,19.79,99.30,-1.17,-47.58,0.041,100.00,100.00,13.073,0.0,01:00,155
155,01:15,19.50,5.33,5.33,12.45,1.59,0.6940,34.26,1.74,17.48,1.49,1.41,359.87,18.61,99.29,-0.97,-48.10,0.040,100.00,100.00,13.080,0.0,01:15,155
155,01:30,19.36,5.09,5.09,13.36,2.74,0.7035,34.98,1.92,17.28,1.46,1.38,359.67,18.85,99.29,-0.77,-47.80,0.041,100.00,100.00,13.086,0.0,01:30,155
155,01:45,19.26,5.16,5.15,17.76,2.21,0.7105,36.36,2.06,16.86,1.52,1.46,10.28,15.67,99.29,-0.77,-48.48,0.048,100.00,100.00,13.093,0.0,01:45,155
155,02:00,19.19,5.12,5.12,17.96,1.46,0.7169,36.59,2.18,16.83,1.76,1.70,354.50,15.31,99.30,-1.13,-50.51,0.047,100.00,100.00,13.097,0.0,02:00,155
155,02:15,19.09,4.70,4.69,23.71,4.54,0.7148,36.81,2.14,16.75,1.71,1.62,9.92,18.04,99.31,-0.86,-48.96,0.047,100.00,100.00,13.102,0.0,02:15,155
155,02:30,19.05,3.84,3.83,32.90,4.19,0.7127,37.03,2.10,16.63,1.72,1.66,14.40,14.21,99.31,-0.91,-49.17,0.048,100.00,100.00,13.106,0.0,02:30,155
155,02:45,19.00,3.01,3.00,48.24,4.72,0.7316,39.33,2.47,16.01,1.16,1.08,31.34,21.23,99.31,-0.66,-40.54,0.060,100.00,100.00,13.109,0.0,02:45,155
155,03:00,18.70,3.12,3.11,45.71,5.54,0.7497,42.35,2.81,15.31,1.42,1.32,30.10,21.79,99.33,-0.87,-44.66,0.068,100.00,100.00,13.114,0.0,03:00,155
155,03:15,17.65,4.73,4.72,49.03,3.50,0.7893,45.77,3.54,14.79,2.33,2.31,42.80,7.57,99.33,-0.55,-48.84,0.057,100.00,100.00,13.119,0.0,03:15,155
155,03:30,15.79,5.72,5.62,65.68,10.79,0.8441,52.52,4.49,13.72,1.87,1.82,52.39,13.29,99.33,-0.42,-51.12,0.041,100.00,100.00,13.123,0.0,03:30,155
155,03:45,15.73,6.17,6.16,88.46,2.82,0.9066,59.92,5.52,12.96,1.71,1.65,64.70,15.26,99.33,-0.50,-48.16,0.055,100.00,100.00,13.126,0.0,03:45,155
155,04:00,15.63,6.14,6.13,97.42,2.54,0.9644,62.74,6.41,13.10,1.74,1.70,64.61,12.03,99.34,-0.33,-48.65,0.051,100.00,100.00,13.130,0.0,04:00,155
155,04:15,15.99,6.93,6.92,103.66,3.40,0.9703,64.12,6.50,12.82,1.98,1.93,91.42,13.76,99.33,1.53,-47.46,0.064,100.00,100.00,13.133,0.0,04:15,155
155,04:30,15.88,6.73,6.73,106.85,2.21,0.9849,67.31,6.72,12.41,1.79,1.75,88.22,12.16,99.34,5.91,-32.88,0.069,100.00,100.00,13.136,0.0,04:30,155
155,04:45,16.28,6.51,6.51,109.20,1.89,1.0165,68.08,7.18,12.74,1.80,1.78,90.01,8.18,99.36,18.08,-0.34,0.071,100.00,100.00,13.138,0.0,04:45,155
155,05:00,15.99,6.94,6.93,111.74,3.01,1.0375,67.77,7.48,12.99,2.17,2.13,97.69,10.54,99.36,31.17,1.43,0.060,100.00,100.00,13.134,0.0,05:00,155
155,05:15,15.67,6.25,6.24,112.24,2.41,1.0321,66.77,7.40,13.28,1.98,1.95,87.82,9.36,99.38,36.45,-4.81,0.048,100.00,100.00,13.127,0.0,05:15,155
155,05:30,15.92,5.93,5.93,113.87,1.89,1.0377,65.00,7.48,13.77,1.53,1.51,93.13,9.29,99.41,69.28,24.23,0.043,100.00,100.00,13.119,0.0,05:30,155
155,05:45,16.19,5.94,5.92,120.48,3.88,1.0518,63.99,7.68,14.16,1.62,1.58,112.59,11.90,99.43,76.44,30.30,0.041,100.00,100.00,13.109,0.0,05:45,155
155,06:00,16.34,5.10,5.09,121.92,3.36,1.0503,62.73,7.66,14.54,1.23,1.18,89.75,17.70,99.47,67.12,28.55,0.036,100.00,100.00,13.098,0.0,06:00,155
155,06:15,16.40,4.49,4.48,118.23,3.62,1.0429,59.57,7.55,15.13,1.55,1.53,88.17,10.83,99.50,99.27,43.08,0.025,100.00,100.00,13.085,0.0,06:15,155
155,06:30,16.42,4.10,4.09,123.34,3.45,1.0639,59.88,7.84,15.36,1.31,1.28,112.26,11.88,99.52,137.07,67.22,0.021,100.00,100.00,13.071,0.0,06:30,155
155,06:45,16.45,3.85,3.81,117.10,8.09,1.0994,60.96,8.32,15.57,1.61,1.54,82.26,17.62,99.53,159.78,81.35,0.018,100.00,100.00,13.056,0.0,06:45,155
155,07:00,16.28,3.52,3.49,106.97,6.94,1.0644,57.45,7.85,15.97,1.57,1.51,89.08,17.01,99.55,160.30,77.18,0.006,100.00,100.00,13.040,0.0,07:00,155
155,07:15,16.27,3.78,3.76,98.32,6.03,1.0580,56.63,7.76,16.20,2.15,2.11,83.08,10.62,99.56,242.34,126.64,0.001,100.00,100.00,13.024,0.0,07:15,155
155,07:30,16.37,3.28,3.23,84.89,9.44,1.0151,52.77,7.16,16.66,2.25,2.20,78.31,11.20,99.60,243.00,131.83,-0.006,100.00,100.00,13.008,0.0,07:30,155
155,07:45,16.59,3.01,2.96,78.81,10.47,1.0458,53.09,7.59,17.01,2.05,2.00,63.78,13.16,99.63,256.57,141.46,-0.008,100.00,100.00,12.991,0.0,07:45,155
155,08:00,16.72,3.16,3.13,79.75,7.80,1.0386,52.21,7.49,17.11,2.42,2.37,75.29,12.39,99.64,220.56,117.79,-0.008,100.00,100.00,12.975,0.0,08:00,155
155,08:15,16.80,3.10,3.08,68.72,6.29,1.0610,53.25,7.81,17.19,1.97,1.91,69.65,14.10,99.66,186.04,95.88,-0.008,100.00,100.00,12.961,0.0,08:15,155
155,08:30,16.94,3.17,3.14,80.26,7.63,1.0787,53.67,8.05,17.34,2.28,2.22,81.52,12.39,99.66,200.84,106.87,-0.008,100.00,100.00,12.950,0.0,08:30,155
155,08:45,17.00,3.14,3.12,82.05,5.79,1.1244,55.80,8.66,17.39,2.26,2.21,82.90,11.38,99.65,203.39,109.06,-0.008,100.00,100.00,12.939,0.0,08:45,155
155,09:00,17.22,2.91,2.88,85.62,8.65,1.1534,55.91,9.03,17.68,2.42,2.38,83.84,10.56,99.64,278.33,155.17,-0.009,100.00,100.00,12.930,0.0,09:00,155
155,09:15,17.72,2.52,2.48,94.61,10.24,1.1812,55.39,9.38,18.27,2.09,2.02,94.81,15.57,99.64,464.89,273.55,-0.011,100.00,100.00,12.919,0.0,09:15,155
155,09:30,18.15,2.44,2.39,100.42,11.74,1.1414,52.22,8.87,18.63,2.11,2.05,98.03,14.20,99.66,297.59,163.68,-0.010,100.00,100.00,12.904,0.0,09:30,155
155,09:45,18.27,1.93,1.88,82.57,12.62,1.1132,51.30,8.49,18.50,1.71,1.62,106.04,18.25,99.70,288.04,148.11,-0.005,100.00,100.00,12.892,0.0,09:45,155
155,10:00,18.89,2.24,2.16,41.03,15.12,1.1191,48.57,8.58,19.46,1.99,1.83,55.51,22.99,99.72,577.23,353.34,-0.011,100.00,100.00,12.880,0.0,10:00,155
155,10:15,19.16,2.56,2.49,40.59,13.14,1.0682,45.70,7.89,19.67,2.26,2.16,37.86,16.89,99.75,452.66,259.40,-0.010,100.00,100.00,12.867,0.0,10:15,155
155,10:30,19.47,2.71,2.66,41.72,11.21,1.0698,45.26,7.92,19.89,2.26,2.16,46.24,16.95,99.76,321.58,177.97,-0.008,100.00,100.00,12.855,0.0,10:30,155
155,10:45,19.64,2.47,2.38,38.43,15.33,1.0748,45.03,7.99,20.09,1.96,1.87,44.41,16.71,99.76,358.19,198.18,-0.009,100.00,100.00,12.845,0.0,10:45,155
155,11:00,19.90,2.65,2.58,44.09,13.21,1.0543,43.01,7.69,20.46,2.29,2.19,57.02,17.30,99.76,431.42,254.85,-0.011,100.00,100.00,12.838,0.0,11:00,155
155,11:15,19.82,3.22,3.15,40.36,11.79,1.0079,41.84,7.04,20.11,2.31,2.21,44.60,17.26,99.76,221.23,118.90,-0.006,100.00,100.00,12.831,0.0,11:15,155
155,11:30,19.76,3.63,3.61,48.85,6.63,0.9587,40.26,6.32,20.00,2.17,2.08,53.07,16.93,99.75,180.14,95.87,-0.005,100.00,100.00,12.827,0.0,11:30,155
155,11:45,19.59,3.59,3.55,44.72,8.97,0.9888,42.06,6.77,19.85,2.27,2.17,46.24,17.31,99.73,210.82,114.09,-0.005,100.00,100.00,12.827,0.0,11:45,155
155,12:00,18.91,4.66,4.53,34.57,13.34,1.0621,46.30,7.77,19.34,3.23,3.08,40.90,17.50,99.72,235.96,128.52,-0.009,100.00,100.00,12.827,0.0,12:00,155
155,12:15,17.51,5.25,5.17,38.25,10.17,1.0773,51.15,8.02,18.00,3.58,3.44,41.61,16.06,99.71,192.54,103.60,-0.010,100.00,100.00,12.828,0.0,12:15,155
155,12:30,16.88,5.28,5.21,39.72,9.34,1.0096,50.38,7.08,17.32,3.81,3.65,42.84,16.75,99.71,220.76,120.00,-0.009,100.00,100.00,12.832,0.0,12:30,155
155,12:45,16.81,4.96,4.86,44.94,11.01,0.9944,49.50,6.85,17.25,3.15,3.03,48.60,16.00,99.69,211.91,117.65,-0.009,100.00,100.00,12.837,0.0,12:45,155
155,13:00,16.75,4.70,4.64,52.52,9.00,0.9829,49.30,6.69,17.20,2.85,2.71,54.30,17.79,99.67,203.32,111.24,-0.009,100.00,100.00,12.841,0.0,13:00,155
155,13:15,16.76,4.40,4.35,66.14,8.38,0.9728,48.70,6.53,17.24,3.41,3.32,76.92,13.70,99.65,252.20,143.59,-0.010,100.00,100.00,12.844,0.0,13:15,155
155,13:30,16.71,4.73,4.67,71.45,8.89,0.9313,46.93,5.90,17.19,3.64,3.56,79.17,12.13,99.64,247.02,139.89,-0.010,100.00,100.00,12.846,0.0,13:30,155
155,13:45,16.83,4.25,4.21,74.06,8.21,0.9707,48.30,6.50,17.31,3.32,3.26,82.28,10.90,99.63,265.65,150.87,-0.010,100.00,100.00,12.848,0.0,13:45,155
155,14:00,17.11,4.54,4.49,66.73,8.71,0.9754,47.87,6.58,17.64,3.01,2.91,72.65,14.39,99.62,317.27,184.53,-0.011,100.00,100.00,12.848,0.0,14:00,155
155,14:15,17.39,3.61,3.54,58.63,11.38,0.9790,47.16,6.63,17.90,2.60,2.48,69.42,17.04,99.62,275.81,156.63,-0.010,100.00,100.00,12.848,0.0,14:15,155
155,14:30,17.48,3.85,3.78,67.87,11.01,0.9667,46.26,6.44,17.99,3.05,2.96,75.37,14.50,99.61,279.12,159.70,-0.010,100.00,100.00,12.847,0.0,14:30,155
155,14:45,17.67,4.40,4.36,74.79,7.58,0.9646,45.60,6.41,18.18,3.40,3.34,81.38,10.86,99.60,250.71,146.07,-0.010,100.00,100.00,12.846,0.0,14:45,155
155,15:00,17.68,4.42,4.38,81.63,7.99,0.9634,46.03,6.39,18.02,3.15,3.06,89.04,13.55,99.58,159.76,85.07,-0.007,100.00,100.00,12.846,0.0,15:00,155
155,15:15,17.67,3.55,3.51,79.47,8.85,0.9652,46.16,6.42,17.99,2.59,2.52,88.71,13.67,99.56,169.97,90.58,-0.006,100.00,100.00,12.847,0.0,15:15,155
155,15:30,17.68,3.17,3.11,73.96,10.77,0.9750,46.31,6.57,18.07,2.32,2.25,80.53,14.23,99.55,171.84,93.98,-0.008,100.00,100.00,12.849,0.0,15:30,155
155,15:45,17.73,3.71,3.66,76.56,9.15,0.9770,46.20,6.60,18.22,2.55,2.48,77.08,12.78,99.53,291.54,157.76,-0.010,100.00,100.00,12.850,0.0,15:45,155
155,16:00,17.82,3.79,3.71,95.05,11.33,1.0071,47.01,7.03,18.29,2.84,2.76,97.95,13.87,99.52,233.86,127.11,-0.009,100.00,100.00,12.848,0.0,16:00,155
155,16:15,17.84,5.03,5.00,110.28,5.77,0.9920,47.20,6.82,18.08,3.04,2.97,110.53,12.48,99.49,224.51,118.79,-0.005,100.00,100.00,12.846,0.0,16:15,155
155,16:30,18.03,4.82,4.78,114.74,7.87,0.9981,46.20,6.90,18.51,3.22,3.11,116.00,14.65,99.47,331.65,172.25,-0.009,100.00,100.00,12.844,0.0,16:30,155
155,16:45,18.24,3.87,3.83,107.69,8.02,0.9956,45.56,6.86,18.68,2.58,2.48,106.25,15.77,99.47,314.83,158.13,-0.009,100.00,100.00,12.839,0.0,16:45,155
155,17:00,18.22,3.29,3.25,95.92,9.08,1.0027,46.12,6.97,18.59,2.49,2.43,101.87,12.12,99.48,143.93,70.02,-0.007,100.00,100.00,12.832,0.0,17:00,155
155,17:15,18.00,3.74,3.70,85.22,8.63,0.9730,45.70,6.54,18.31,2.55,2.49,81.27,12.22,99.48,82.18,39.39,-0.006,100.00,100.00,12.832,0.0,17:15,155
155,17:30,17.95,3.18,3.12,63.23,11.02,0.9722,45.91,6.53,18.20,2.11,1.95,53.49,22.49,99.47,57.06,25.29,-0.005,100.00,100.00,12.837,0.0,17:30,155
155,17:45,18.06,3.65,3.60,56.12,8.68,0.9500,45.12,6.19,18.18,2.10,2.02,64.95,15.89,99.46,27.00,5.17,-0.002,100.00,100.00,12.843,0.0,17:45,155
155,18:00,18.13,3.69,3.67,61.64,6.50,0.9544,45.09,6.26,18.18,2.16,2.11,79.61,12.96,99.45,25.39,3.34,-0.001,100.00,100.00,12.850,0.0,18:00,155
155,18:15,18.15,4.70,4.68,55.49,5.86,0.9251,43.96,5.81,18.16,2.05,1.98,54.29,14.25,99.42,22.14,-0.47,-0.000,100.00,100.00,12.858,0.0,18:15,155
155,18:30,17.98,4.31,4.28,58.76,7.19,0.8831,41.61,5.14,18.22,2.47,2.42,66.45,12.18,99.41,18.95,-3.69,-0.005,100.00,100.00,12.866,0.0,18:30,155
155,18:45,17.63,4.48,4.44,55.86,7.03,0.8856,42.54,5.19,17.90,2.49,2.41,62.01,14.14,99.40,13.57,-8.12,-0.005,100.00,100.00,12.874,0.0,18:45,155
155,19:00,17.28,4.90,4.86,57.34,7.28,0.8950,44.00,5.33,17.57,2.89,2.77,63.19,16.25,99.39,7.94,-12.38,-0.006,100.00,100.00,12.881,0.0,19:00,155
155,19:15,17.12,4.22,4.16,40.67,9.88,0.8871,44.22,5.20,17.26,2.74,2.64,42.87,15.57,99.39,3.22,-16.31,-0.003,100.00,100.00,12.888,0.0,19:15,155
155,19:30,17.04,4.01,3.94,44.47,10.06,0.8463,42.61,4.53,17.20,2.41,2.30,45.51,16.63,99.38,0.55,-18.90,-0.003,100.00,100.00,12.896,0.0,19:30,155
155,19:45,16.87,4.22,4.17,40.62,9.48,0.8659,44.08,4.86,17.04,2.68,2.59,45.31,14.95,99.38,-0.26,-20.68,-0.003,100.00,100.00,12.903,0.0,19:45,155
155,20:00,16.88,4.28,4.23,44.95,9.54,0.8519,43.47,4.63,16.97,2.63,2.52,51.98,17.04,99.38,-0.41,-22.06,-0.002,100.00,100.00,12.910,0.0,20:00,155
155,20:15,16.79,3.91,3.86,43.17,9.24,0.8406,43.03,4.44,16.89,2.32,2.23,45.67,16.51,99.37,-0.48,-21.52,-0.002,100.00,100.00,12.916,0.0,20:15,155
155,20:30,16.69,4.01,3.95,46.58,10.02,0.8496,43.68,4.59,16.80,2.55,2.44,45.47,17.28,99.38,-0.38,-20.88,-0.002,100.00,100.00,12.922,0.0,20:30,155
155,20:45,16.57,3.68,3.61,39.77,10.53,0.8651,44.87,4.85,16.66,2.24,2.16,42.83,14.63,99.39,-0.49,-19.76,-0.002,100.00,100.00,12.928,0.0,20:45,155
155,21:00,16.46,3.70,3.65,44.11,9.83,0.8837,46.21,5.15,16.59,2.39,2.30,48.29,15.58,99.39,-0.46,-19.11,-0.003,100.00,100.00,12.932,0.0,21:00,155
155,21:15,16.35,4.19,4.15,52.16,7.87,0.9094,47.74,5.56,16.51,2.15,2.05,56.92,17.09,99.38,-0.35,-19.23,-0.003,100.00,100.00,12.937,0.0,21:15,155
155,21:30,16.20,3.62,3.58,51.20,8.80,0.9437,49.85,6.10,16.34,1.90,1.82,53.02,16.00,99.38,-0.34,-18.67,-0.003,100.00,100.00,12.942,0.0,21:30,155
155,21:45,16.11,3.66,3.63,52.35,7.82,0.9585,51.37,6.33,16.22,1.90,1.83,50.52,15.49,99.38,-0.35,-17.43,-0.002,100.00,100.00,12.945,0.0,21:45,155
