JDA,T_LST,TaC_60m,spd_60m,spdV60m,dirV60m,sdir60m,e__10m,rh_10m,Tdp_10m,TaC_10m,spd_10m,spdV10m,dirV10m,sdir10m,baroKPa,radW/m2,netW/m2,Ta_diff,asp_60m,asp_10m,battVDC,precpmm,T_LST,JDA
172,05:30,22.52,6.61,6.57,229.36,6.68,1.8423,67.32,16.17,22.31,3.73,3.64,230.92,12.34,99.87,113.23,26.78,0.004,100.00,100.00,12.919,0.0,05:30,172
172,05:45,22.58,6.91,6.87,229.86,5.99,1.8490,66.77,16.23,22.58,3.88,3.79,236.25,12.42,99.90,153.26,58.77,0.000,100.00,100.00,12.910,0.0,05:45,172
172,06:00,22.62,6.69,6.64,231.46,6.88,1.8644,66.65,16.36,22.74,4.24,4.13,241.63,12.66,99.94,196.19,92.53,-0.002,100.00,100.00,12.899,0.0,06:00,172
172,06:15,22.78,6.13,6.08,232.10,7.63,1.9044,67.19,16.69,22.97,3.72,3.62,240.97,13.01,99.96,239.94,125.27,-0.004,100.00,100.00,12.886,0.0,06:15,172
172,08:15,26.92,5.31,5.22,242.38,10.79,2.1809,59.09,18.85,27.57,4.05,3.93,243.22,14.19,100.08,601.70,392.46,-0.013,100.00,100.00,12.774,0.0,08:15,172
172,08:30,27.74,4.96,4.84,243.49,12.62,2.2410,57.49,19.28,28.42,4.17,4.01,244.55,15.99,100.09,638.82,419.47,-0.014,100.00,100.00,12.761,0.0,08:30,172
172,08:45,28.60,7.66,7.50,262.74,11.97,2.2266,54.39,19.18,29.22,5.68,5.51,263.56,14.31,100.10,675.82,448.32,-0.012,100.00,100.00,12.750,0.0,08:45,172
172,09:00,29.00,6.68,6.50,259.65,13.06,2.2480,53.61,19.33,29.59,5.21,5.02,267.92,15.37,100.09,713.09,473.41,-0.012,100.00,100.00,12.739,0.0,09:00,172
172,09:15,29.11,9.11,8.94,261.10,10.79,2.2159,52.18,19.09,29.74,6.68,6.49,266.18,13.53,100.09,747.57,497.16,-0.013,100.00,100.00,12.731,0.0,09:15,172
172,09:30,29.38,8.26,8.09,260.98,11.75,2.2163,51.39,19.10,29.98,6.55,6.36,264.23,13.73,100.09,775.80,520.62,-0.012,100.00,100.00,12.724,0.0,09:30,172
172,09:45,29.80,6.31,6.03,240.23,17.09,2.2551,50.94,19.38,30.44,5.12,4.87,248.97,17.90,100.05,811.46,542.15,-0.013,100.00,100.00,12.722,0.0,09:45,172
172,10:00,30.01,6.43,6.15,216.98,16.90,2.2875,51.02,19.61,30.68,4.60,4.33,220.88,19.41,100.04,844.63,558.41,-0.013,100.00,100.00,12.718,0.0,10:00,172
172,10:15,30.18,7.41,7.31,208.52,9.69,2.3523,51.52,20.06,30.89,4.65,4.48,217.85,15.49,100.02,873.74,574.71,-0.014,100.00,100.00,12.714,0.0,10:15,172
172,10:30,30.66,7.00,6.82,215.99,12.96,2.3103,49.68,19.76,31.32,4.63,4.43,225.01,17.23,100.01,892.29,590.76,-0.013,100.00,100.00,12.709,0.0,10:30,172
172,10:45,31.11,7.82,7.67,219.42,11.27,2.3346,48.44,19.93,31.90,5.26,5.00,228.08,18.08,100.00,915.71,602.26,-0.016,100.00,100.00,12.706,0.0,10:45,172
172,11:00,31.58,6.91,6.73,220.63,13.13,2.3239,47.31,19.86,32.35,5.08,4.85,232.56,17.02,100.00,920.92,611.16,-0.016,100.00,100.00,12.704,0.0,11:00,172
172,11:15,31.91,7.35,7.14,225.81,13.85,2.3522,46.68,20.05,32.74,5.52,5.33,243.83,15.18,100.00,937.18,611.87,-0.017,100.00,100.00,12.701,0.0,11:15,172
172,11:30,32.31,6.38,6.06,226.37,18.03,2.3566,45.82,20.09,33.09,4.88,4.59,239.76,19.59,99.99,944.82,615.58,-0.016,100.00,100.00,12.699,0.0,11:30,172
172,11:45,32.28,8.21,8.02,224.92,12.40,2.3460,45.40,20.02,33.17,6.03,5.70,235.94,18.94,99.98,942.99,616.75,-0.018,100.00,100.00,12.698,0.0,11:45,172
172,12:00,32.53,7.92,7.59,235.51,16.59,2.3324,44.58,19.92,33.38,6.27,6.00,241.69,16.98,99.98,940.65,619.92,-0.017,100.00,100.00,12.696,0.0,12:00,172
172,12:15,32.62,8.14,7.91,227.92,13.66,2.3747,45.10,20.20,33.46,6.26,5.95,245.33,17.95,99.96,939.36,616.74,-0.017,100.00,100.00,12.695,0.0,12:15,172
172,12:30,32.68,8.62,8.43,219.73,12.09,2.3593,45.01,20.11,33.52,6.06,5.81,229.08,16.55,99.94,938.37,612.56,-0.017,100.00,100.00,12.693,0.0,12:30,172
172,12:45,32.93,9.36,9.22,214.10,9.68,2.4566,45.84,20.76,33.76,5.97,5.62,218.48,19.79,99.92,928.22,604.25,-0.017,100.00,100.00,12.689,0.0,12:45,172
172,13:00,33.32,8.19,7.96,221.27,13.47,2.4717,45.61,20.86,34.16,5.91,5.43,230.69,23.10,99.90,915.57,596.22,-0.017,100.00,100.00,12.685,0.0,13:00,172
172,13:15,33.46,8.65,8.44,234.96,12.77,2.4659,44.82,20.82,34.32,7.22,6.98,246.74,14.72,99.89,896.00,581.29,-0.017,100.00,100.00,12.681,0.0,13:15,172
172,13:30,33.73,9.00,8.83,218.04,11.03,2.5198,45.51,21.18,34.53,6.15,5.70,227.53,21.98,99.89,878.12,566.17,-0.016,100.00,100.00,12.676,0.0,13:30,172
172,13:45,33.97,8.28,8.00,227.27,14.81,2.5286,45.24,21.23,34.74,6.60,6.11,233.55,22.16,99.89,850.70,547.47,-0.015,100.00,100.00,12.671,0.0,13:45,172
172,14:00,33.98,9.71,9.53,225.42,11.08,2.5130,44.77,21.13,34.77,7.69,7.36,236.92,16.79,99.89,829.48,531.20,-0.016,100.00,100.00,12.665,0.0,14:00,172
172,14:15,34.21,8.98,8.75,236.59,12.83,2.5298,44.60,21.24,35.00,7.27,6.96,245.86,16.69,99.88,806.12,510.66,-0.016,100.00,100.00,12.660,0.0,14:15,172
172,14:30,34.32,9.78,9.62,228.16,10.28,2.5367,44.33,21.29,35.08,7.89,7.57,238.00,16.43,99.88,778.50,483.55,-0.015,100.00,100.00,12.655,0.0,14:30,172
172,14:45,34.41,9.04,8.81,225.77,12.94,2.5627,44.94,21.45,35.11,7.18,6.72,237.15,20.48,99.87,749.47,457.45,-0.014,100.00,100.00,12.650,0.0,14:45,172
172,15:00,34.60,8.27,7.96,233.17,15.55,2.5833,44.68,21.58,35.30,6.85,6.49,245.08,18.52,99.87,716.22,430.42,-0.014,100.00,100.00,12.646,0.0,15:00,172
172,15:15,34.60,9.21,9.01,237.13,12.04,2.5129,43.82,21.13,35.25,8.12,7.91,248.98,13.06,99.86,683.63,401.70,-0.013,100.00,100.00,12.642,0.0,15:15,172
172,15:30,34.77,7.61,7.35,234.52,14.83,2.6048,44.63,21.72,35.41,6.49,6.21,245.36,16.69,99.86,646.51,372.01,-0.013,100.00,100.00,12.639,0.0,15:30,172
172,15:45,34.64,8.98,8.78,226.30,12.02,2.5608,44.67,21.44,35.21,7.08,6.70,233.08,18.77,99.85,604.88,338.06,-0.011,100.00,100.00,12.636,0.0,15:45,172
172,16:00,34.65,8.81,8.67,232.11,10.32,2.5750,45.00,21.53,35.19,7.14,6.79,240.39,17.78,99.84,567.41,307.21,-0.011,100.00,100.00,12.635,0.0,16:00,172
172,16:15,34.58,9.27,9.06,230.93,12.12,2.5597,45.01,21.43,35.12,7.41,7.05,240.19,18.05,99.83,525.58,273.25,-0.011,100.00,100.00,12.634,0.0,16:15,172
172,16:30,34.61,8.37,8.14,232.50,13.50,2.5994,45.81,21.68,35.09,6.49,6.04,240.80,21.13,99.82,481.02,239.84,-0.010,100.00,100.00,12.632,0.0,16:30,172
172,16:45,34.55,7.44,7.15,230.31,16.02,2.6283,46.52,21.87,34.96,5.33,4.81,235.45,25.16,99.81,436.17,206.54,-0.008,100.00,100.00,12.632,0.0,16:45,172
172,17:00,34.41,9.39,9.26,231.30,9.50,2.5896,46.26,21.62,34.83,7.43,7.16,240.66,15.48,99.80,388.87,173.72,-0.008,100.00,100.00,12.632,0.0,17:00,172
172,17:15,34.33,7.68,7.49,232.28,12.71,2.6221,47.41,21.83,34.67,5.55,5.20,241.37,20.30,99.79,338.72,140.67,-0.007,100.00,100.00,12.632,0.0,17:15,172
172,17:30,34.09,8.69,8.54,227.80,10.88,2.6519,48.36,22.01,34.41,6.39,6.08,237.70,17.83,99.79,290.74,109.78,-0.007,100.00,100.00,12.632,0.0,17:30,172
172,17:45,34.09,8.59,8.29,242.75,15.32,2.6391,48.15,21.93,34.37,6.50,6.21,248.73,16.94,99.79,244.05,77.28,-0.005,100.00,100.00,12.634,0.0,17:45,172
172,18:00,33.89,9.23,9.08,240.07,10.08,2.5958,48.12,21.66,34.19,7.08,6.87,247.19,13.90,99.78,196.27,45.52,-0.006,100.00,100.00,12.636,0.0,18:00,172
172,18:15,33.71,8.30,8.11,240.20,12.07,2.6446,49.38,21.97,33.95,5.84,5.68,247.53,13.13,99.78,154.79,21.16,-0.005,100.00,100.00,12.638,0.0,18:15,172
172,18:30,33.51,8.29,8.10,239.96,12.20,2.6610,50.43,22.07,33.74,6.26,6.08,245.68,13.43,99.77,117.95,-2.28,-0.004,100.00,100.00,12.641,0.0,18:30,172
172,18:45,33.28,8.15,7.95,241.35,12.71,2.6373,50.78,21.92,33.46,5.72,5.57,247.74,13.43,99.76,78.33,-25.31,-0.004,100.00,100.00,12.645,0.0,18:45,172
172,19:00,32.90,8.55,8.32,246.61,13.07,2.6678,51.99,22.11,33.11,6.42,6.26,252.47,12.60,99.75,18.55,-29.21,-0.004,100.00,100.00,12.650,0.0,19:00,172
172,19:15,32.61,8.85,8.62,249.77,13.02,2.7039,53.66,22.34,32.86,6.92,6.78,257.99,11.74,99.77,8.42,-35.37,-0.005,100.00,100.00,12.658,0.0,19:15,172
172,19:30,32.34,9.16,8.93,249.77,12.80,2.7410,54.94,22.56,32.59,6.51,6.37,253.61,11.90,99.78,3.36,-38.86,-0.005,100.00,100.00,12.667,0.0,19:30,172
172,19:45,32.03,8.60,8.39,244.63,12.58,2.7667,56.84,22.71,32.20,5.67,5.53,247.36,12.74,99.77,0.19,-39.91,-0.003,100.00,100.00,12.675,0.0,19:45,172
172,20:00,31.69,7.88,7.69,238.58,12.56,2.8101,58.50,22.97,31.88,5.17,5.02,244.01,13.40,99.74,-0.70,-40.29,-0.004,100.00,100.00,12.684,0.0,20:00,172
172,20:15,31.40,7.51,7.31,241.03,13.07,2.8282,60.02,23.08,31.57,4.84,4.74,241.98,11.73,99.76,-0.80,-36.95,-0.003,100.00,100.00,12.692,0.0,20:15,172
172,20:30,31.21,7.62,7.46,238.36,11.73,2.8401,60.95,23.15,31.43,5.12,5.04,243.33,10.29,99.78,-0.71,-33.69,-0.005,100.00,100.00,12.699,0.0,20:30,172
172,20:45,31.04,7.49,7.30,237.80,12.70,2.8656,62.24,23.29,31.18,4.46,4.36,242.97,12.35,99.80,-0.70,-30.32,-0.003,100.00,100.00,12.707,0.0,20:45,172
172,21:00,30.80,7.41,7.22,231.16,12.81,2.8719,63.17,23.33,30.99,4.54,4.43,240.32,12.39,99.78,-0.65,-30.21,-0.004,100.00,100.00,12.713,0.0,21:00,172
172,21:15,30.49,7.45,7.33,226.04,10.56,2.8882,64.95,23.42,30.59,4.01,3.91,233.86,12.55,99.76,-0.73,-30.68,-0.002,100.00,100.00,12.719,0.0,21:15,172
172,21:30,30.25,7.22,7.09,232.56,10.76,2.8890,65.75,23.43,30.42,4.33,4.23,238.88,12.27,99.76,-0.59,-28.25,-0.003,100.00,100.00,12.725,0.0,21:30,172
172,21:45,30.11,7.22,7.05,231.80,12.21,2.9207,66.40,23.61,30.32,4.32,4.22,239.86,12.41,99.75,-0.55,-26.16,-0.004,100.00,100.00,12.730,0.0,21:45,172
172,22:00,29.99,7.23,7.12,228.37,9.73,2.9048,67.02,23.52,30.17,4.05,3.94,236.97,12.96,99.73,-0.56,-25.99,-0.004,100.00,100.00,12.734,0.0,22:00,172
172,22:15,29.88,6.81,6.70,230.53,10.45,2.9177,67.78,23.60,30.03,3.86,3.77,238.41,12.28,99.73,-0.53,-21.61,-0.003,100.00,100.00,12.738,0.0,22:15,172
172,22:30,29.76,6.51,6.37,233.14,12.01,2.9096,67.98,23.55,29.95,3.93,3.84,240.28,12.32,99.72,-0.62,-29.21,-0.004,100.00,100.00,12.743,0.0,22:30,172
172,22:45,29.66,6.09,5.91,247.15,13.88,2.9320,68.71,23.68,29.82,3.74,3.65,252.92,11.94,99.71,-0.70,-29.58,-0.003,100.00,100.00,12.746,0.0,22:45,172
172,23:00,29.48,5.66,5.51,259.57,13.26,2.9333,69.70,23.68,29.61,3.75,3.65,264.18,12.82,99.70,-0.75,-29.80,-0.003,100.00,100.00,12.750,0.0,23:00,172
172,23:15,29.14,5.52,5.41,261.88,11.56,2.9654,71.05,23.86,29.31,3.46,3.38,269.43,11.81,99.71,-0.88,-32.65,-0.003,100.00,100.00,12.754,0.0,23:15,172
172,23:30,28.84,4.57,4.43,249.55,14.02,2.9419,72.55,23.73,28.96,2.75,2.66,254.28,15.08,99.70,-0.89,-32.57,-0.002,100.00,100.00,12.757,0.0,23:30,172
172,23:45,28.63,3.86,3.77,264.54,12.77,2.9450,73.77,23.75,28.68,2.13,2.08,272.20,12.19,99.69,-1.18,-27.77,-0.001,100.00,100.00,12.761,0.0,23:45,172
173,00:00,28.46,5.21,5.15,288.03,8.60,2.9140,73.95,23.57,28.35,2.75,2.70,289.34,11.14,99.73,-1.03,-28.61,0.002,100.00,100.00,12.765,0.0,00:00,173
173,00:15,28.31,5.65,5.59,304.48,8.87,2.6092,66.85,21.74,28.28,3.07,2.97,309.10,14.63,99.73,-0.83,-31.84,0.000,100.00,100.00,12.770,0.0,00:15,173
173,00:30,28.11,4.80,4.74,308.48,9.41,2.4023,61.99,20.40,28.13,2.73,2.65,305.00,14.05,99.71,-1.02,-32.28,-0.000,100.00,100.00,12.774,0.0,00:30,173
173,00:45,27.71,6.00,5.97,295.93,6.39,2.3711,62.10,20.19,27.81,3.77,3.69,292.23,11.40,99.74,-0.86,-33.08,-0.002,100.00,100.00,12.778,0.0,00:45,173
173,01:00,27.27,4.97,4.89,299.53,10.24,2.3711,63.49,20.19,27.34,2.91,2.81,298.13,14.65,99.75,-1.00,-31.33,-0.001,100.00,100.00,12.781,0.0,01:00,173
173,01:15,26.94,5.79,5.74,297.60,7.47,2.3615,64.59,20.12,27.10,3.42,3.33,297.42,12.78,99.78,-0.58,-15.00,-0.003,100.00,100.00,12.785,0.0,01:15,173
173,01:30,26.70,5.00,4.91,311.73,10.86,2.3515,65.16,20.06,26.92,2.84,2.74,315.31,15.28,99.76,-0.77,-24.16,-0.004,100.00,100.00,12.788,0.0,01:30,173
173,01:45,26.47,4.29,4.26,318.87,6.26,2.3524,66.53,20.07,26.54,2.39,2.33,313.88,12.49,99.75,-1.20,-29.08,-0.001,100.00,100.00,12.790,0.0,01:45,173
173,02:00,26.31,4.51,4.49,317.12,5.46,2.3444,67.66,20.01,26.25,2.10,2.06,312.10,11.54,99.75,-1.09,-22.16,0.001,100.00,100.00,12.793,0.0,02:00,173
173,02:15,26.09,4.48,4.44,317.60,7.79,2.3614,68.52,20.12,26.06,2.21,2.15,312.56,13.87,99.75,-0.92,-27.19,0.001,100.00,100.00,12.797,0.0,02:15,173
173,02:30,25.87,4.68,4.66,328.75,5.43,2.3366,68.84,19.96,25.84,2.17,2.13,321.84,11.98,99.74,-1.15,-31.58,0.001,100.00,100.00,12.800,0.0,02:30,173
173,02:45,25.72,4.80,4.79,330.10,4.98,2.3317,69.91,19.92,25.54,2.21,2.16,317.67,11.40,99.75,-1.12,-27.48,0.004,100.00,100.00,12.804,0.0,02:45,173
173,03:00,25.58,4.16,4.14,329.28,5.33,2.2990,69.54,19.69,25.44,1.70,1.65,316.36,13.29,99.75,-0.84,-19.48,0.003,100.00,100.00,12.808,0.0,03:00,173
173,03:15,25.55,4.12,4.09,341.64,7.02,2.2794,69.43,19.56,25.28,1.45,1.36,342.62,19.87,99.73,-1.15,-27.93,0.005,100.00,100.00,12.811,0.0,03:15,173
173,03:30,25.68,5.10,5.08,349.16,5.72,2.2257,68.89,19.17,25.11,1.40,1.32,351.62,20.16,99.73,-1.15,-26.90,0.012,100.00,100.00,12.815,0.0,03:30,173
173,03:45,25.70,5.11,5.09,350.27,5.40,2.1671,66.94,18.75,25.08,1.51,1.42,336.85,18.86,99.74,-0.89,-19.23,0.012,100.00,100.00,12.820,0.0,03:45,173
173,04:00,25.68,3.85,3.85,336.24,3.65,2.1211,65.71,18.40,25.11,1.44,1.42,309.99,9.28,99.77,-0.10,0.04,0.011,100.00,100.00,12.824,0.0,04:00,173
173,04:15,25.60,3.92,3.90,324.25,5.61,2.1001,64.60,18.25,25.21,1.63,1.61,311.10,8.25,99.78,1.00,0.18,0.008,100.00,100.00,12.827,0.0,04:15,173
173,04:30,25.34,4.42,4.40,315.96,6.37,2.1373,65.31,18.52,25.23,2.13,2.09,304.93,11.56,99.81,3.22,-2.41,0.002,100.00,100.00,12.825,0.0,04:30,173
173,04:45,24.94,3.40,3.36,318.37,8.65,2.1751,66.72,18.80,25.08,1.83,1.77,310.34,15.14,99.80,15.57,-4.10,-0.003,100.00,100.00,12.826,0.0,04:45,173
173,05:00,24.86,3.95,3.89,328.72,9.76,2.1141,65.79,18.35,24.92,2.11,2.01,324.86,17.31,99.80,25.03,1.35,-0.001,100.00,100.00,12.829,0.0,05:00,173
173,05:15,24.91,4.57,4.51,339.30,9.57,2.0245,62.88,17.66,24.94,2.06,1.96,333.85,17.86,99.81,45.35,10.83,-0.001,100.00,100.00,12.828,0.0,05:15,173
173,05:30,24.76,4.54,4.51,333.97,6.75,1.9719,62.09,17.25,24.79,2.45,2.39,326.98,13.03,99.83,38.43,12.53,-0.000,100.00,100.00,12.830,0.0,05:30,173
173,05:45,24.59,4.73,4.69,328.73,7.20,1.9378,61.76,16.97,24.60,2.50,2.42,323.41,15.08,99.85,34.85,9.35,-0.000,100.00,100.00,12.825,0.0,05:45,173
173,06:00,24.54,4.67,4.64,333.77,6.08,1.9044,60.86,16.69,24.51,2.34,2.26,329.15,14.78,99.85,64.98,28.10,0.001,100.00,100.00,12.824,0.0,06:00,173
173,06:15,24.52,4.45,4.41,337.12,7.75,1.8640,60.05,16.36,24.50,2.13,2.05,329.98,16.13,99.86,84.32,40.17,0.001,100.00,100.00,12.823,0.0,06:15,173
173,06:30,24.46,4.27,4.23,335.86,8.15,1.8927,60.37,16.60,24.49,2.01,1.90,330.63,19.21,99.88,139.96,74.22,-0.001,100.00,100.00,12.823,0.0,06:30,173
173,06:45,24.44,4.62,4.57,340.92,8.36,1.8716,59.70,16.41,24.51,2.06,1.94,334.77,19.25,99.89,169.36,95.18,-0.001,100.00,100.00,12.823,0.0,06:45,173
173,07:00,24.39,5.17,5.12,348.48,7.72,1.8129,58.41,15.92,24.41,2.19,2.03,354.72,22.13,99.90,167.54,90.15,-0.000,100.00,100.00,12.815,0.0,07:00,173
173,07:15,24.60,5.50,5.45,350.70,8.23,1.7950,56.75,15.77,24.77,2.34,2.17,348.51,21.75,99.91,369.52,224.31,-0.003,100.00,100.00,12.811,0.0,07:15,173
173,07:30,24.64,4.07,4.00,355.26,10.80,1.8262,56.45,16.03,24.98,2.08,1.89,2.01,24.48,99.92,288.02,174.77,-0.007,100.00,100.00,12.803,0.0,07:30,173
173,07:45,24.63,3.32,3.20,357.74,15.48,1.8533,58.28,16.27,24.81,1.60,1.37,356.07,31.05,99.94,279.08,162.96,-0.004,100.00,100.00,12.797,0.0,07:45,173
173,08:00,24.80,4.81,4.74,355.54,9.79,1.7484,53.94,15.35,25.04,1.97,1.77,359.85,25.32,99.96,351.00,214.25,-0.005,100.00,100.00,12.786,0.0,08:00,173
173,08:15,24.80,2.05,1.83,348.99,26.57,1.7579,53.95,15.43,25.17,0.94,0.59,329.05,49.32,99.98,299.27,176.06,-0.007,100.00,100.00,12.778,0.0,08:15,173
173,08:30,24.91,2.27,2.20,327.35,13.67,1.8042,55.11,15.83,25.29,0.22,0.20,337.35,22.11,100.00,366.50,224.05,-0.008,100.00,100.00,12.771,0.0,08:30,173
173,08:45,24.98,3.42,3.38,326.35,8.86,1.7208,52.70,15.09,25.25,0.83,0.80,323.18,15.46,100.01,284.66,170.42,-0.005,100.00,100.00,12.764,0.0,08:45,173
173,09:00,24.96,3.69,3.67,332.95,5.96,1.6833,52.05,14.76,24.95,0.49,0.47,325.04,14.20,100.01,227.47,133.59,0.000,100.00,100.00,12.758,0.0,09:00,173
173,10:30,25.79,3.63,3.52,320.64,13.94,1.6089,45.97,14.05,26.33,3.13,2.86,325.86,23.63,100.05,715.28,456.36,-0.011,100.00,100.00,12.747,0.0,10:30,173
173,10:45,25.70,3.24,2.99,307.75,22.23,1.6886,48.39,14.80,26.24,2.54,2.19,314.62,29.97,100.06,641.71,409.91,-0.011,100.00,100.00,12.740,0.0,10:45,173
173,11:00,26.03,3.34,3.17,297.19,18.18,1.6823,46.92,14.74,26.77,3.08,2.76,294.64,26.02,100.04,892.89,571.70,-0.015,100.00,100.00,12.735,0.0,11:00,173
173,11:15,26.32,3.49,2.93,302.55,32.34,1.6268,44.34,14.22,27.08,3.10,2.20,317.16,43.58,100.03,917.74,579.50,-0.015,100.00,100.00,12.733,0.0,11:15,173
173,11:30,26.61,3.15,2.92,307.85,21.90,1.5964,42.83,13.93,27.32,2.64,2.32,319.08,28.44,100.01,931.86,578.61,-0.014,100.00,100.00,12.732,0.0,11:30,173
173,11:45,26.91,3.62,2.78,310.57,39.09,1.5684,41.52,13.66,27.58,2.83,1.81,304.88,48.61,99.99,985.72,614.44,-0.013,100.00,100.00,12.732,0.0,11:45,173
173,12:00,27.18,3.48,3.29,288.49,19.30,1.5367,40.23,13.35,27.82,3.11,2.76,294.11,27.36,99.97,990.88,625.25,-0.013,100.00,100.00,12.731,0.0,12:00,173
173,12:15,27.45,4.73,4.47,305.52,19.02,1.5003,38.32,12.98,28.18,3.63,3.22,310.46,27.02,99.96,967.14,613.62,-0.015,100.00,100.00,12.731,0.0,12:15,173
173,12:30,27.55,4.94,4.60,318.80,21.27,1.4846,37.73,12.81,28.28,3.77,3.17,318.73,32.33,99.95,880.88,560.01,-0.014,100.00,100.00,12.730,0.0,12:30,173
173,12:45,27.73,3.50,3.33,295.76,18.12,1.5130,38.17,13.11,28.45,3.42,3.08,291.91,25.65,99.94,945.81,612.52,-0.014,100.00,100.00,12.726,0.0,12:45,173
173,13:00,28.15,4.43,4.17,296.64,19.49,1.6155,39.60,14.11,28.91,3.66,3.24,295.92,27.42,99.94,917.88,600.05,-0.015,100.00,100.00,12.722,0.0,13:00,173
173,13:15,28.23,5.09,4.82,315.56,18.78,1.5683,38.46,13.65,28.98,3.53,3.16,321.46,26.35,99.94,890.15,584.98,-0.015,100.00,100.00,12.717,0.0,13:15,173
173,13:30,28.36,5.10,4.93,308.83,14.97,1.5586,37.98,13.56,29.15,3.78,3.50,311.98,22.00,99.95,871.81,572.31,-0.016,100.00,100.00,12.711,0.0,13:30,173
173,13:45,28.48,4.52,4.33,316.62,16.58,1.5501,37.56,13.47,29.22,3.74,3.48,316.27,21.54,99.95,849.75,553.19,-0.015,100.00,100.00,12.703,0.0,13:45,173
173,14:00,28.45,4.64,4.51,320.40,13.54,1.6014,38.75,13.97,29.25,3.52,3.24,327.20,22.58,99.96,828.05,534.15,-0.016,100.00,100.00,12.696,0.0,14:00,173
173,15:30,29.27,5.13,4.86,311.29,18.70,1.5869,37.17,13.84,29.87,3.75,3.31,313.42,27.75,99.94,645.55,374.50,-0.012,100.00,100.00,12.658,0.0,15:30,173
173,15:45,29.31,4.69,4.45,312.24,18.39,1.5753,36.86,13.73,29.90,3.51,3.24,311.99,22.23,99.94,598.77,342.43,-0.012,100.00,100.00,12.654,0.0,15:45,173
173,16:00,29.16,6.33,6.25,315.85,9.07,1.5311,36.08,13.29,29.74,4.47,4.30,316.31,15.78,99.93,559.99,309.45,-0.012,100.00,100.00,12.650,0.0,16:00,173
173,16:15,29.11,5.79,5.67,327.29,11.43,1.5527,37.02,13.51,29.65,3.90,3.74,328.37,16.41,99.92,533.96,277.39,-0.011,100.00,100.00,12.649,0.0,16:15,173
173,16:30,29.18,5.45,5.21,310.15,17.02,1.5745,37.45,13.72,29.68,4.32,4.04,309.53,20.52,99.90,515.09,239.87,-0.010,100.00,100.00,12.647,0.0,16:30,173
173,16:45,29.02,6.18,6.05,324.64,11.82,1.5649,37.59,13.63,29.50,4.31,4.15,323.05,15.43,99.89,492.07,205.96,-0.010,100.00,100.00,12.646,0.0,16:45,173
173,17:00,29.07,6.15,6.03,317.79,11.39,1.5129,36.45,13.11,29.50,4.12,3.88,323.05,19.58,99.87,445.55,172.23,-0.009,100.00,100.00,12.646,0.0,17:00,173
173,17:15,28.89,6.42,6.27,325.28,12.09,1.5113,36.57,13.10,29.32,4.24,4.04,325.98,17.58,99.87,389.51,138.18,-0.008,100.00,100.00,12.646,0.0,17:15,173
173,17:30,28.79,6.04,5.91,336.37,11.86,1.5171,37.23,13.16,29.14,3.78,3.54,339.13,20.48,99.88,334.51,106.15,-0.007,100.00,100.00,12.647,0.0,17:30,173
173,17:45,28.65,6.32,6.24,325.36,9.28,1.5149,37.38,13.14,28.99,4.22,4.08,325.62,14.56,99.88,282.37,71.50,-0.007,100.00,100.00,12.647,0.0,17:45,173
173,18:00,28.50,6.38,6.31,330.28,8.39,1.5111,37.84,13.10,28.78,4.04,3.88,333.60,16.29,99.88,235.19,41.30,-0.006,100.00,100.00,12.644,0.0,18:00,173
173,18:15,28.35,5.09,5.01,329.80,9.88,1.5176,38.50,13.16,28.51,3.29,3.15,331.48,16.17,99.88,183.21,11.51,-0.003,100.00,100.00,12.647,0.0,18:15,173
173,18:30,28.20,6.09,5.99,331.69,10.28,1.5450,39.74,13.44,28.27,3.36,3.19,332.45,18.50,99.88,134.63,-19.38,-0.001,100.00,100.00,12.652,0.0,18:30,173
173,18:45,27.96,4.88,4.78,337.39,11.71,1.5564,40.62,13.55,27.99,2.75,2.61,333.81,18.25,99.88,90.47,-45.21,-0.001,100.00,100.00,12.660,0.0,18:45,173
173,19:00,27.82,4.89,4.83,332.94,8.88,1.5554,41.13,13.54,27.75,2.67,2.56,334.13,16.33,99.87,51.33,-58.05,0.001,100.00,100.00,12.659,0.0,19:00,173
173,19:15,27.53,4.20,4.17,335.21,7.31,1.5686,42.67,13.67,27.31,2.05,1.99,332.21,14.13,99.86,16.09,-45.41,0.004,100.00,100.00,12.668,0.0,19:15,173
173,19:30,27.37,4.34,4.32,331.79,6.14,1.5902,43.99,13.88,26.95,1.91,1.88,328.61,10.94,99.85,5.81,-36.50,0.008,100.00,100.00,12.679,0.0,19:30,173
173,19:45,27.17,4.69,4.67,329.12,5.38,1.5947,44.98,13.93,26.64,1.97,1.93,325.01,12.17,99.83,0.15,-36.16,0.010,100.00,100.00,12.697,0.0,19:45,173
173,20:00,26.88,5.15,5.08,349.34,9.29,1.5996,46.10,13.98,26.33,1.60,1.53,348.47,16.52,99.82,-1.41,-36.01,0.011,100.00,100.00,12.706,0.0,20:00,173
173,20:15,26.54,5.74,5.73,2.27,3.79,1.6073,47.43,14.05,25.92,1.59,1.50,349.24,18.26,99.81,-1.62,-35.14,0.013,100.00,100.00,12.721,0.0,20:15,173
173,20:30,26.33,6.41,6.38,357.50,5.13,1.6091,48.24,14.07,25.67,1.59,1.49,352.61,19.70,99.79,-1.34,-34.36,0.013,100.00,100.00,12.738,0.0,20:30,173
